ELEMENT_GLOBAL_ID,Scientific Name,Common Name,Taxonomic Group
117714,Pleurobema collina,James Spinymussel,Freshwater Mussels
114040,Pleurobema decisum,Southern Clubshell,Freshwater Mussels
827840,Pleurobema georgianum,Southern Pigtoe,Freshwater Mussels
116006,Pleurobema hanleyianum,Georgia Pigtoe,Freshwater Mussels
827823,Pleurobema hartmanianum,Cherokee Pigtoe,Freshwater Mussels
115056,Pleurobema oviforme,Tennessee Clubshell,Freshwater Mussels
827809,Pleurobema perovatum,Ovate Clubshell,Freshwater Mussels
120691,Pleurobema plenum,Rough Pigtoe,Freshwater Mussels
110240,Pleurobema pyriforme,Oval Pigtoe,Freshwater Mussels
113470,Pleurobema riddellii,Louisiana Pigtoe,Freshwater Mussels
827817,Pleurobema rubellum,Warrior Pigtoe,Freshwater Mussels
107905,Pleurobema rubrum,Pyramid Pigtoe,Freshwater Mussels
827833,Pleurobema stabile,Coosa Pigtoe,Freshwater Mussels
116208,Pleurobema strodeanum,Fuzzy Pigtoe,Freshwater Mussels
116207,Pleurobema taitianum,Heavy Pigtoe,Freshwater Mussels
107814,Pleuronaia barnesiana,Tennessee Pigtoe,Freshwater Mussels
106952,Pleuronaia dolabelloides,Slabside Pearlymussel,Freshwater Mussels
117603,Pleuronaia gibberum,Cumberland Pigtoe,Freshwater Mussels
121272,Popenaias popeii,Texas Hornshell,Freshwater Mussels
115372,Potamilus amphichaenus,Texas Heelsplitter,Freshwater Mussels
109746,Potamilus capax,Fat Pocketbook,Freshwater Mussels
680054,Potamilus metnecktayi,Salina Mucket,Freshwater Mussels
827872,Ptychobranchus foremanianus,Rayed Kidneyshell,Freshwater Mussels
827877,Ptychobranchus greenii,Triangular Kidneyshell,Freshwater Mussels
108712,Ptychobranchus jonesi,Southern Kidneyshell,Freshwater Mussels
117120,Ptychobranchus occidentalis,Ouachita Kidneyshell,Freshwater Mussels
118056,Ptychobranchus subtentus,Fluted Kidneyshell,Freshwater Mussels
111959,Quadrula fragosa,Winged Mapleleaf,Freshwater Mussels
116132,Quadrula intermedia,Cumberland Monkeyface,Freshwater Mussels
120629,Quadrula sparsa,Appalachian Monkeyface,Freshwater Mussels
116158,Reginaia rotulata,Round Ebonyshell,Freshwater Mussels
114652,Simpsonaias ambigua,Salamander Mussel,Freshwater Mussels
120730,Strophitus connasaugaensis,Alabama Creekmussel,Freshwater Mussels
1027704,Strophitus radiatus,Rayed Creekshell,Freshwater Mussels
111058,Strophitus subvexus,Southern Creekmussel,Freshwater Mussels
112061,Theliderma cylindrica,Rabbitsfoot,Freshwater Mussels
107419,Toxolasma corvunculus,Southern Purple Lilliput,Freshwater Mussels
116497,Toxolasma cylindrellus,Pale Lilliput,Freshwater Mussels
112404,Toxolasma pullus,Savannah Lilliput,Freshwater Mussels
827943,Uniomerus columbensis,Apalachicola Pondhorn,Freshwater Mussels
112700,Utterbackia peggyae,Florida Floater,Freshwater Mussels
111921,Utterbackia peninsularis,Peninsular Floater,Freshwater Mussels
121035,Venustaconcha pleasii,Bleedingtooth Mussel,Freshwater Mussels
119209,Villosa amygdala,Florida Rainbow,Freshwater Mussels
109267,Villosa constricta,Notched Rainbow,Freshwater Mussels
116088,Villosa fabalis,Rayed Bean,Freshwater Mussels
111916,Villosa nebulosa,Alabama Rainbow,Freshwater Mussels
111126,Villosa ortmanni,Kentucky Creekshell,Freshwater Mussels
108413,Villosa perpurpurea,Purple Bean,Freshwater Mussels
109794,Villosa trabalis,Cumberland Bean,Freshwater Mussels
111623,Villosa umbrans,Coosa Creekshell,Freshwater Mussels
113038,Villosa vaughaniana,Carolina Creekshell,Freshwater Mussels
114975,Villosa villosa,Downy Rainbow,Freshwater Mussels
802300,Ambystoma bishopi,Reticulated Flatwoods Salamander,Amphibians
104488,Ambystoma californiense,California Tiger Salamander,Amphibians
802301,Ambystoma cingulatum,Frosted Flatwoods Salamander,Amphibians
103402,Amphiuma pholeter,One-toed Amphiuma,Amphibians
101600,Anaxyrus baxteri,Wyoming Toad,Amphibians
106312,Anaxyrus californicus,Arroyo Toad,Amphibians
105396,Anaxyrus canorus,Yosemite Toad,Amphibians
101917,Anaxyrus exsul,Black Toad,Amphibians
103748,Anaxyrus houstonensis,Houston Toad,Amphibians
105766,Anaxyrus microscaphus,Arizona Toad,Amphibians
103677,Anaxyrus nelsoni,Amargosa Toad,Amphibians
103197,Aneides aeneus,Green Salamander,Amphibians
102082,Aneides ferreus,Clouded Salamander,Amphibians
105472,Aneides hardii,Sacramento Mountain Salamander,Amphibians
857901,Aneides niger,Santa Cruz Black Salamander,Amphibians
889908,Batrachoseps altasierrae,Greenhorn Mountains Slender Salamander,Amphibians
889909,Batrachoseps bramei,Fairview Slender Salamander,Amphibians
100550,Batrachoseps campi,Inyo Mountains Salamander,Amphibians
106376,Batrachoseps diabolicus,Hell Hollow Slender Salamander,Amphibians
100899,Batrachoseps gabrieli,San Gabriel Slender Salamander,Amphibians
102298,Batrachoseps incognitus,San Simeon Slender Salamander,Amphibians
102718,Batrachoseps kawia,Sequoia Slender Salamander,Amphibians
103559,Batrachoseps luciae,Santa Lucia Mountains Slender Salamander,Amphibians
101886,Batrachoseps minor,Lesser Slender Salamander,Amphibians
103787,Batrachoseps regius,Kings River Slender Salamander,Amphibians
889920,Batrachoseps relictus,Relictual Slender Salamander,Amphibians
104026,Batrachoseps robustus,Kern Plateau Salamander,Amphibians
894174,Batrachoseps simatus,Kern Canyon Slender Salamander,Amphibians
100216,Batrachoseps stebbinsi,Tehachapi Slender Salamander,Amphibians
100214,Batrachoseps wrightorum,Oregon Slender Salamander,Amphibians
105670,Cryptobranchus alleganiensis,Hellbender,Amphibians
681169,Desmognathus abditus,Cumberland Dusky Salamander,Amphibians
100247,Desmognathus aeneus,Seepage Salamander,Amphibians
636912,Desmognathus folkertsi,Dwarf Black-bellied Salamander,Amphibians
102868,Desmognathus imitator,Imitator Salamander,Amphibians
844116,Desmognathus organi,Northern Pygmy Salamander,Amphibians
844117,Desmognathus wrighti,Southern Pygmy Salamander,Amphibians
104014,Dicamptodon aterrimus,Idaho Giant Salamander,Amphibians
101509,Dicamptodon copei,Cope's Giant Salamander,Amphibians
105355,Dicamptodon ensatus,California Giant Salamander,Amphibians
103108,Dryophytes wrightorum,Arizona Treefrog,Amphibians
791687,Eurycea aquatica,Brown-backed Salamander,Amphibians
103095,Eurycea chisholmensis,Salado Salamander,Amphibians
949505,Eurycea hillisi,Hillis's Dwarf Salamander,Amphibians
105673,Eurycea junaluska,Junaluska Salamander,Amphibians
106058,Eurycea latitans,Cascade Caverns Salamander,Amphibians
106379,Eurycea nana,San Marcos Salamander,Amphibians
105895,Eurycea naufragia,Georgetown Salamander,Amphibians
105042,Eurycea neotenes,Texas Salamander,Amphibians
102266,Eurycea pterophila,Blanco River Springs Salamander,Amphibians
103877,Eurycea rathbuni,Texas Blind Salamander,Amphibians
104730,Eurycea sosorum,Barton Springs Salamander,Amphibians
949504,Eurycea sphagnicola,Bog Dwarf Salamander,Amphibians
102602,Eurycea tonkawae,Jollyville Plateau Salamander,Amphibians
105210,Eurycea tridentifera,Comal Blind Salamander,Amphibians
103620,Eurycea troglodytes,Valdina Farms Sinkhole Salamander,Amphibians
101901,Eurycea tynerensis,Oklahoma Salamander,Amphibians
101825,Eurycea wallacei,Georgia Blind Salamander,Amphibians
102183,Eurycea waterlooensis,Austin Blind Salamander,Amphibians
100081,Gyrinophilus palleucus,Tennessee Cave Salamander,Amphibians
101890,Gyrinophilus subterraneus,West Virginia Spring Salamander,Amphibians
104428,Hydromantes brunus,Limestone Salamander,Amphibians
103280,Hydromantes shastae,Shasta Salamander,Amphibians
105963,Lithobates capito,Carolina Gopher Frog,Amphibians
105648,Lithobates chiricahuensis,Chiricahua Leopard Frog,Amphibians
941975,Lithobates kauffeldi,Atlantic Coast Leopard Frog,Amphibians
102983,Lithobates okaloosae,Florida Bog Frog,Amphibians
106274,Lithobates onca,Relict Leopard Frog,Amphibians
103781,Lithobates sevosus,Dusky Gopher Frog,Amphibians
104866,Lithobates tarahumarae,Tarahumara Frog,Amphibians
100237,Necturus alabamensis,Black Warrior Waterdog,Amphibians
100341,Necturus lewisi,Neuse River Waterdog,Amphibians
101904,Notophthalmus meridionalis,Black-spotted Newt,Amphibians
101322,Notophthalmus perstriatus,Striped Newt,Amphibians
103613,Phaeognathus hubrichti,Red Hills Salamander,Amphibians
100600,Plethodon amplus,Blue Ridge Gray-cheeked Salamander,Amphibians
777949,Plethodon asupak,Scott Bar Salamander,Amphibians
105298,Plethodon aureolus,Tellico Salamander,Amphibians
100395,Plethodon caddoensis,Caddo Mountain Salamander,Amphibians
732487,Plethodon chattahoochee,Chattahoochee Slimy Salamander,Amphibians
104640,Plethodon cheoah,Cheoah Bald Salamander,Amphibians
102159,Plethodon hubrichti,Peaks of Otter Salamander,Amphibians
103518,Plethodon kiamichi,Kiamichi Slimy Salamander,Amphibians
104048,Plethodon kisatchie,Louisiana Slimy Salamander,Amphibians
101047,Plethodon larselli,Larch Mountain Salamander,Amphibians
100154,Plethodon meridianus,South Mountain Gray-cheeked Salamander,Amphibians
101803,Plethodon neomexicanus,Jemez Mountains Salamander,Amphibians
101589,Plethodon nettingi,Cheat Mountain Salamander,Amphibians
104184,Plethodon ouachitae,Rich Mountain Salamander,Amphibians
106370,Plethodon petraeus,Pigeon Mountain Salamander,Amphibians
104349,Plethodon punctatus,White-spotted Salamander,Amphibians
732503,Plethodon savannah,Savannah Slimy Salamander,Amphibians
102921,Plethodon sequoyah,Sequoyah Slimy Salamander,Amphibians
101967,Plethodon shenandoah,Shenandoah Salamander,Amphibians
757080,Plethodon sherando,Big Levels Salamander,Amphibians
100811,Plethodon shermani,Red-legged Salamander,Amphibians
101429,Plethodon stormi,Siskiyou Mountains Salamander,Amphibians
100173,Plethodon vandykei,Van Dyke's Salamander,Amphibians
104446,Plethodon virginia,Shenandoah Mountain Salamander,Amphibians
100311,Plethodon websteri,Webster's Salamander,Amphibians
104883,Plethodon welleri,Weller's Salamander,Amphibians
869802,Pseudacris illinoensis,Illinois Chorus Frog,Amphibians
102584,Rana boylii,Foothill Yellow-legged Frog,Amphibians
103017,Rana cascadae,Cascades Frog,Amphibians
105364,Rana draytonii,California Red-legged Frog,Amphibians
802507,Rana muscosa,Southern Mountain Yellow-legged Frog,Amphibians
101451,Rana pretiosa,Oregon Spotted Frog,Amphibians
802511,Rana sierrae,Sierra Nevada Yellow-legged Frog,Amphibians
102976,Rhyacotriton cascadae,Cascade Torrent Salamander,Amphibians
103633,Rhyacotriton kezeri,Columbia Torrent Salamander,Amphibians
104649,Rhyacotriton variegatus,Southern Torrent Salamander,Amphibians
100387,Spea hammondii,Western Spadefoot,Amphibians
100208,Taricha rivularis,Red-bellied Newt,Amphibians
829323,Urspelerpes brucei,Patch-nosed Salamander,Amphibians
101015,Agelaius tricolor,Tricolored Blackbird,Birds
102063,Amazona viridigenalis,Red-crowned Parrot,Birds
103792,Anser canagicus,Emperor Goose,Birds
104315,Anthus spragueii,Sprague's Pipit,Birds
103378,Aphelocoma coerulescens,Florida Scrub Jay,Birds
101002,Aphelocoma insularis,Island Scrub Jay,Birds
100239,Brachyramphus marmoratus,Marbled Murrelet,Birds
100905,Centrocercus minimus,Gunnison Sage-Grouse,Birds
105314,Centrocercus urophasianus,Greater Sage-Grouse,Birds
106046,Charadrius melodus,Piping Plover,Birds
101696,Charadrius montanus,Mountain Plover,Birds
874425,Charadrius nivosus,Snowy Plover,Birds
103424,Euptilotis neoxenus,Eared Quetzal,Birds
102973,Grus americana,Whooping Crane,Birds
101273,Gymnogyps californianus,California Condor,Birds
101291,Gymnorhinus cyanocephalus,Pinyon Jay,Birds
105641,Laterallus jamaicensis,Black Rail,Birds
815565,Loxia sinesciuris,Cassia Crossbill,Birds
105909,Melozone aberti,Abert's Towhee,Birds
102988,Oceanodroma homochroa,Ashy Storm-Petrel,Birds
105368,Oceanodroma melania,Black Storm-Petrel,Birds
105521,Oreothlypis crissalis,Colima Warbler,Birds
101675,Patagioenas leucocephala,White-crowned Pigeon,Birds
105170,Peucaea aestivalis,Bachman's Sparrow,Birds
104725,Pica nuttalli,Yellow-billed Magpie,Birds
103433,Picoides borealis,Red-cockaded Woodpecker,Birds
100535,Rallus obsoletus,California Clapper Rail,Birds
104938,Setophaga chrysoparia,Golden-cheeked Warbler,Birds
102456,Setophaga kirtlandii,Kirtland's Warbler,Birds
101578,Spinus lawrencei,Lawrence's Goldfinch,Birds
103254,Strix occidentalis,Spotted Owl,Birds
788173,Synthliboramphus scrippsi,Scripps's Murrelet,Birds
103610,Thalasseus elegans,Elegant Tern,Birds
101816,Tympanuchus pallidicinctus,Lesser Prairie-chicken,Birds
105332,Vireo atricapilla,Black-capped Vireo,Birds
100172,Alligator mississippiensis,American Alligator,Crocodilians
106064,Crocodylus acutus,American Crocodile,Crocodilians
105033,Acipenser brevirostrum,Shortnose Sturgeon,Freshwater and Anadromous Fishes
104232,Acipenser fulvescens,Lake Sturgeon,Freshwater and Anadromous Fishes
105728,Acipenser medirostris,Green Sturgeon,Freshwater and Anadromous Fishes
102787,Acipenser oxyrinchus,Atlantic Sturgeon,Freshwater and Anadromous Fishes
100843,Alosa aestivalis,Blueback Herring,Freshwater and Anadromous Fishes
104407,Alosa alabamae,Alabama Shad,Freshwater and Anadromous Fishes
106128,Alosa pseudoharengus,Alewife,Freshwater and Anadromous Fishes
100747,Ambloplites cavifrons,Roanoke Bass,Freshwater and Anadromous Fishes
1005198,Amblyopsis hoosieri,Hoosier Cavefish,Freshwater and Anadromous Fishes
1005197,Amblyopsis spelaea,Northern Cavefish,Freshwater and Anadromous Fishes
101042,Ameiurus serracanthus,Spotted Bullhead,Freshwater and Anadromous Fishes
105965,Ammocrypta clara,Western Sand Darter,Freshwater and Anadromous Fishes
104724,Archoplites interruptus,Sacramento Perch,Freshwater and Anadromous Fishes
102977,Atractosteus spatula,Alligator Gar,Freshwater and Anadromous Fishes
101250,Campostoma ornatum,Mexican Stoneroller,Freshwater and Anadromous Fishes
100434,Catostomus clarkii,Desert Sucker,Freshwater and Anadromous Fishes
102738,Catostomus fumeiventris,Owens Sucker,Freshwater and Anadromous Fishes
102739,Catostomus insignis,Sonora Sucker,Freshwater and Anadromous Fishes
106213,Catostomus latipinnis,Flannelmouth Sucker,Freshwater and Anadromous Fishes
101328,Catostomus microps,Modoc Sucker,Freshwater and Anadromous Fishes
104715,Catostomus plebeius,Rio Grande Sucker,Freshwater and Anadromous Fishes
103583,Catostomus santaanae,Santa Ana Sucker,Freshwater and Anadromous Fishes
103584,Catostomus snyderi,Klamath Largescale Sucker,Freshwater and Anadromous Fishes
833293,Catostomus utawana,Summer Sucker,Freshwater and Anadromous Fishes
100954,Catostomus warnerensis,Warner Sucker,Freshwater and Anadromous Fishes
106479,Chasmistes brevirostris,Shortnose Sucker,Freshwater and Anadromous Fishes
106051,Chasmistes cujus,Cui-ui,Freshwater and Anadromous Fishes
100138,Chasmistes liorus,June Sucker,Freshwater and Anadromous Fishes
106572,Chrosomus cumberlandensis,Blackside Dace,Freshwater and Anadromous Fishes
106151,Chrosomus saylori,Laurel Dace,Freshwater and Anadromous Fishes
105508,Chrosomus tennesseensis,Tennessee Dace,Freshwater and Anadromous Fishes
101069,Clinostomus elongatus,Redside Dace,Freshwater and Anadromous Fishes
102158,Coregonus kiyi,Kiyi,Freshwater and Anadromous Fishes
103226,Coregonus zenithicus,Shortjaw Cisco,Freshwater and Anadromous Fishes
104855,Cottus asperrimus,Rough Sculpin,Freshwater and Anadromous Fishes
106521,Cottus extensus,Bear Lake Sculpin,Freshwater and Anadromous Fishes
103351,Cottus greenei,Shoshone Sculpin,Freshwater and Anadromous Fishes
100391,Cottus leiopomus,Wood River Sculpin,Freshwater and Anadromous Fishes
106148,Cottus marginatus,Margined Sculpin,Freshwater and Anadromous Fishes
103831,Cottus paulus,Pygmy Sculpin,Freshwater and Anadromous Fishes
104382,Cottus princeps,Klamath Lake Sculpin,Freshwater and Anadromous Fishes
100691,Cottus specus,Grotto Sculpin,Freshwater and Anadromous Fishes
105800,Cottus tenuis,Slender Sculpin,Freshwater and Anadromous Fishes
101185,Crenichthys baileyi,White River Springfish,Freshwater and Anadromous Fishes
103873,Crenichthys nevadae,Railroad Valley Springfish,Freshwater and Anadromous Fishes
832871,Crystallaria asprella,Crystal Darter,Freshwater and Anadromous Fishes
831356,Crystallaria cincotta,Diamond Darter,Freshwater and Anadromous Fishes
100992,Cycleptus elongatus,Blue Sucker,Freshwater and Anadromous Fishes
102400,Cycleptus meridionalis,Southeastern Blue Sucker,Freshwater and Anadromous Fishes
106038,Cyprinella caerulea,Blue Shiner,Freshwater and Anadromous Fishes
104996,Cyprinella callisema,Ocmulgee Shiner,Freshwater and Anadromous Fishes
102912,Cyprinella callitaenia,Bluestripe Shiner,Freshwater and Anadromous Fishes
105433,Cyprinella formosa,Beautiful Shiner,Freshwater and Anadromous Fishes
104413,Cyprinella lepida,Plateau Shiner,Freshwater and Anadromous Fishes
101072,Cyprinella proserpina,Proserpine Shiner,Freshwater and Anadromous Fishes
102978,Cyprinella xaenura,Altamaha Shiner,Freshwater and Anadromous Fishes
103789,Cyprinodon bovinus,Leon Springs Pupfish,Freshwater and Anadromous Fishes
106259,Cyprinodon diabolis,Devil's Hole Pupfish,Freshwater and Anadromous Fishes
103179,Cyprinodon elegans,Comanche Springs Pupfish,Freshwater and Anadromous Fishes
106003,Cyprinodon eremus,Sonoyta Pupfish,Freshwater and Anadromous Fishes
102508,Cyprinodon eximius,Conchos Pupfish,Freshwater and Anadromous Fishes
105718,Cyprinodon macularius,Desert Pupfish,Freshwater and Anadromous Fishes
106106,Cyprinodon nevadensis,Amargosa Pupfish,Freshwater and Anadromous Fishes
104698,Cyprinodon pecosensis,Pecos Pupfish,Freshwater and Anadromous Fishes
104524,Cyprinodon radiosus,Owens Pupfish,Freshwater and Anadromous Fishes
103079,Cyprinodon salinus,Salt Creek Pupfish,Freshwater and Anadromous Fishes
102766,Cyprinodon tularosa,White Sands Pupfish,Freshwater and Anadromous Fishes
102932,Deltistes luxatus,Lost River Sucker,Freshwater and Anadromous Fishes
104339,Dionda argentosa,Manantial Roundnose Minnow,Freshwater and Anadromous Fishes
102364,Dionda diaboli,Devils River Minnow,Freshwater and Anadromous Fishes
105119,Dionda serena,Nueces Roundnose Minnow,Freshwater and Anadromous Fishes
106437,Elassoma alabamae,Spring Pygmy Sunfish,Freshwater and Anadromous Fishes
106423,Elassoma boehlkei,Carolina Pygmy Sunfish,Freshwater and Anadromous Fishes
103506,Elassoma okatie,Bluebarred Pygmy Sunfish,Freshwater and Anadromous Fishes
103289,Empetrichthys latos,Pahrump Poolfish,Freshwater and Anadromous Fishes
100892,Enneacanthus chaetodon,Blackbanded Sunfish,Freshwater and Anadromous Fishes
105821,Entosphenus hubbsi,Kern Brook Lamprey,Freshwater and Anadromous Fishes
104776,Entosphenus lethophagus,Pit-Klamath Brook Lamprey,Freshwater and Anadromous Fishes
104572,Entosphenus minimus,Miller Lake Lamprey,Freshwater and Anadromous Fishes
102361,Eremichthys acros,Desert Dace,Freshwater and Anadromous Fishes
105913,Erimonax monachus,Spotfin Chub,Freshwater and Anadromous Fishes
106109,Erimystax cahni,Slender Chub,Freshwater and Anadromous Fishes
104997,Erimystax harryi,Ozark Chub,Freshwater and Anadromous Fishes
103387,Etheostoma acuticeps,Sharphead Darter,Freshwater and Anadromous Fishes
104779,Etheostoma akatulo,Bluemask Darter,Freshwater and Anadromous Fishes
104976,Etheostoma aquali,Coppercheek Darter,Freshwater and Anadromous Fishes
101974,Etheostoma bellator,Warrior Darter,Freshwater and Anadromous Fishes
106525,Etheostoma boschungi,Slackwater Darter,Freshwater and Anadromous Fishes
105509,Etheostoma brevirostrum,Holiday Darter,Freshwater and Anadromous Fishes
681173,Etheostoma cervus,Chickasaw Darter,Freshwater and Anadromous Fishes
105491,Etheostoma chermocki,Vermilion Darter,Freshwater and Anadromous Fishes
105789,Etheostoma chienense,Relict Darter,Freshwater and Anadromous Fishes
100431,Etheostoma chuckwachatte,Lipstick Darter,Freshwater and Anadromous Fishes
102328,Etheostoma cinereum,Ashy Darter,Freshwater and Anadromous Fishes
106371,Etheostoma collis,Carolina Darter,Freshwater and Anadromous Fishes
104700,Etheostoma corona,Crown Darter,Freshwater and Anadromous Fishes
103800,Etheostoma cragini,Arkansas Darter,Freshwater and Anadromous Fishes
106322,Etheostoma denoncourti,Golden Darter,Freshwater and Anadromous Fishes
105862,Etheostoma ditrema,Coldwater Darter,Freshwater and Anadromous Fishes
105986,Etheostoma douglasi,Tuskaloosa Darter,Freshwater and Anadromous Fishes
103687,Etheostoma etowahae,Etowah Darter,Freshwater and Anadromous Fishes
100601,Etheostoma euzonum,Arkansas Saddled Darter,Freshwater and Anadromous Fishes
105040,Etheostoma fonticola,Fountain Darter,Freshwater and Anadromous Fishes
102365,Etheostoma forbesi,Barrens Darter,Freshwater and Anadromous Fishes
102707,Etheostoma grahami,Rio Grande Darter,Freshwater and Anadromous Fishes
105502,Etheostoma gutselli,Tuckasegee Darter,Freshwater and Anadromous Fishes
831401,Etheostoma lemniscatum,Tuxedo Darter,Freshwater and Anadromous Fishes
106552,Etheostoma lepidum,Greenthroat Darter,Freshwater and Anadromous Fishes
106310,Etheostoma maculatum,Spotted Darter,Freshwater and Anadromous Fishes
100574,Etheostoma mariae,Pinewoods Darter,Freshwater and Anadromous Fishes
831368,Etheostoma marmorpinnum,Marbled Darter,Freshwater and Anadromous Fishes
104185,Etheostoma microlepidum,Smallscale Darter,Freshwater and Anadromous Fishes
105669,Etheostoma moorei,Yellowcheek Darter,Freshwater and Anadromous Fishes
954087,Etheostoma nebra,Buck Darter,Freshwater and Anadromous Fishes
105416,Etheostoma neopterum,Lollypop Darter,Freshwater and Anadromous Fishes
106021,Etheostoma nianguae,Niangua Darter,Freshwater and Anadromous Fishes
100151,Etheostoma nuchale,Watercress Darter,Freshwater and Anadromous Fishes
104661,Etheostoma okaloosae,Okaloosa Darter,Freshwater and Anadromous Fishes
104303,Etheostoma olivaceum,Sooty Darter,Freshwater and Anadromous Fishes
105680,Etheostoma osburni,Candy Darter,Freshwater and Anadromous Fishes
101058,Etheostoma pallididorsum,Paleback Darter,Freshwater and Anadromous Fishes
832896,Etheostoma percnurum,Duskytail Darter,Freshwater and Anadromous Fishes
105223,Etheostoma phytophilum,Rush Darter,Freshwater and Anadromous Fishes
104843,Etheostoma pseudovulatum,Egg-mimic Darter,Freshwater and Anadromous Fishes
106104,Etheostoma pyrrhogaster,Firebelly Darter,Freshwater and Anadromous Fishes
100184,Etheostoma raneyi,Yazoo Darter,Freshwater and Anadromous Fishes
103143,Etheostoma rubrum,Bayou Darter,Freshwater and Anadromous Fishes
104554,Etheostoma sagitta,Arrow Darter,Freshwater and Anadromous Fishes
101141,Etheostoma scotti,Cherokee Darter,Freshwater and Anadromous Fishes
872516,Etheostoma simoterum,Snubnose Darter,Freshwater and Anadromous Fishes
831370,Etheostoma sitikuense,Citico Darter,Freshwater and Anadromous Fishes
105403,Etheostoma spilotum,Cumberland Plateau Darter,Freshwater and Anadromous Fishes
105581,Etheostoma striatulum,Striated Darter,Freshwater and Anadromous Fishes
102786,Etheostoma susanae,Cumberland Darter,Freshwater and Anadromous Fishes
105844,Etheostoma tecumsehi,Shawnee Darter,Freshwater and Anadromous Fishes
104788,Etheostoma tippecanoe,Tippecanoe Darter,Freshwater and Anadromous Fishes
105359,Etheostoma trisella,Trispot Darter,Freshwater and Anadromous Fishes
106174,Etheostoma tuscumbia,Tuscumbia Darter,Freshwater and Anadromous Fishes
101968,Etheostoma vulneratum,Wounded Darter,Freshwater and Anadromous Fishes
101522,Etheostoma wapiti,Boulder Darter,Freshwater and Anadromous Fishes
102265,Eucyclogobius newberryi,Tidewater Goby,Freshwater and Anadromous Fishes
100568,Fundulus bifax,Stippled Studfish,Freshwater and Anadromous Fishes
101360,Fundulus euryzonus,Broadstripe Topminnow,Freshwater and Anadromous Fishes
100689,Fundulus jenkinsi,Saltmarsh Topminnow,Freshwater and Anadromous Fishes
104388,Fundulus julisia,Barrens Topminnow,Freshwater and Anadromous Fishes
101366,Fundulus waccamensis,Waccamaw Killifish,Freshwater and Anadromous Fishes
105244,Gambusia gaigei,Big Bend Gambusia,Freshwater and Anadromous Fishes
102551,Gambusia heterochir,Clear Creek Gambusia,Freshwater and Anadromous Fishes
963513,Gambusia krumholzi,Spotfin Gambusia,Freshwater and Anadromous Fishes
103760,Gambusia nobilis,Pecos Gambusia,Freshwater and Anadromous Fishes
105818,Gambusia senilis,Blotched Gambusia,Freshwater and Anadromous Fishes
100631,Gila coerulea,Blue Chub,Freshwater and Anadromous Fishes
102735,Gila cypha,Humpback Chub,Freshwater and Anadromous Fishes
105596,Gila ditaenia,Sonora Chub,Freshwater and Anadromous Fishes
105598,Gila elegans,Bonytail,Freshwater and Anadromous Fishes
104901,Gila intermedia,Gila Chub,Freshwater and Anadromous Fishes
100986,Gila nigrescens,Chihuahua Chub,Freshwater and Anadromous Fishes
105585,Gila orcuttii,Arroyo Chub,Freshwater and Anadromous Fishes
102451,Gila pandora,Rio Grande Chub,Freshwater and Anadromous Fishes
101820,Gila purpurea,Yaqui Chub,Freshwater and Anadromous Fishes
791391,Gila robusta,Roundtail Chub,Freshwater and Anadromous Fishes
102842,Gila seminuda,Virgin River Chub,Freshwater and Anadromous Fishes
101542,Hemitremia flammea,Flame Chub,Freshwater and Anadromous Fishes
101946,Hybognathus amarus,Rio Grande Silvery Minnow,Freshwater and Anadromous Fishes
105384,Hybopsis lineapunctata,Lined Chub,Freshwater and Anadromous Fishes
103172,Hypomesus transpacificus,Delta Smelt,Freshwater and Anadromous Fishes
106522,Ichthyomyzon bdellium,Ohio Lamprey,Freshwater and Anadromous Fishes
103047,Ictalurus lupus,Headwater Catfish,Freshwater and Anadromous Fishes
106405,Ictalurus pricei,Yaqui Catfish,Freshwater and Anadromous Fishes
100808,Iotichthys phlegethontis,Least Chub,Freshwater and Anadromous Fishes
101984,Lepidomeda albivallis,White River Spinedace,Freshwater and Anadromous Fishes
769113,Lepidomeda aliciae,Southern Leatherside Chub,Freshwater and Anadromous Fishes
769114,Lepidomeda copei,Northern Leatherside Chub,Freshwater and Anadromous Fishes
105065,Lepidomeda mollispinis,Virgin Spinedace,Freshwater and Anadromous Fishes
104457,Lepidomeda vittata,Little Colorado Spinedace,Freshwater and Anadromous Fishes
791021,Lythrurus alegnotus,Warrior Shiner,Freshwater and Anadromous Fishes
103005,Lythrurus matutinus,Pinewoods Shiner,Freshwater and Anadromous Fishes
103990,Lythrurus snelsoni,Ouachita Shiner,Freshwater and Anadromous Fishes
100119,Macrhybopsis aestivalis,Speckled Chub,Freshwater and Anadromous Fishes
102137,Macrhybopsis australis,Prairie Chub,Freshwater and Anadromous Fishes
103945,Macrhybopsis etnieri,Coosa Chub,Freshwater and Anadromous Fishes
106309,Macrhybopsis gelida,Sturgeon Chub,Freshwater and Anadromous Fishes
101978,Macrhybopsis meeki,Sicklefin Chub,Freshwater and Anadromous Fishes
103660,Macrhybopsis tetranema,Peppered Chub,Freshwater and Anadromous Fishes
103103,Meda fulgida,Spikedace,Freshwater and Anadromous Fishes
103624,Menidia extensa,Waccamaw Silverside,Freshwater and Anadromous Fishes
100367,Micropterus cataractae,Shoal Bass,Freshwater and Anadromous Fishes
105952,Micropterus notius,Suwannee Bass,Freshwater and Anadromous Fishes
100003,Micropterus treculii,Guadalupe Bass,Freshwater and Anadromous Fishes
105633,Moapa coriacea,Moapa Dace,Freshwater and Anadromous Fishes
103452,Moxostoma austrinum,Mexican Redhorse,Freshwater and Anadromous Fishes
