ELEMENT_GLOBAL_ID,cutecode,Scientific Name,Common Name,Taxonomic Group
106814,hespcolu,Hesperia columbia,Columbian Skipper,Butterflies and Skippers
119247,hespdaco,Hesperia dacotae,Dakota Skipper,Butterflies and Skippers
119803,hesplind,Hesperia lindseyi,Lindsey's Skipper,Butterflies and Skippers
115621,hespmesk,Hesperia meskei,Meske's Skipper,Butterflies and Skippers
107362,hespmiri,Hesperia miriamae,Sierra Skipper,Butterflies and Skippers
111633,hespotto,Hesperia ottoe,Ottoe Skipper,Butterflies and Skippers
112521,hespwood,Hesperia woodgatei,Apache Skipper,Butterflies and Skippers
108014,hespgrac,Hesperopsis gracielae,Mcneill's Saltbush Sootywing,Butterflies and Skippers
112267,icarneur,Icaricia neurona,Veined Blue,Butterflies and Skippers
111952,lethcreo,Lethe creola,Creole Pearly-Eye,Butterflies and Skippers
117893,lycaferr,Lycaena ferrisi,Ferris's Copper,Butterflies and Skippers
109735,lycagorg,Lycaena gorgon,Gorgon Copper,Butterflies and Skippers
115329,lycaherm,Lycaena hermes,Hermes Copper,Butterflies and Skippers
110244,megacofa,Megathymus cofaqui,Cofaqui Giant-Skipper,Butterflies and Skippers
107317,neonareo,Neonympha areolatus,Georgia Satyr,Butterflies and Skippers
754298,neonheli,Neonympha helicta,Helicta Satyr,Butterflies and Skippers
118820,neonmitc,Neonympha mitchellii,Mitchell's Satyr,Butterflies and Skippers
108881,neopterl,Neophasia terlooii,Chiricahua White,Butterflies and Skippers
112012,lampbrac,Lampsilis bracteata,Texas Fatmucket,Freshwater Mussels
109623,lampcari,Lampsilis cariosa,Yellow Lampmussel,Freshwater Mussels
117633,lampdola,Lampsilis dolabraeformis,Altamaha Pocketbook,Freshwater Mussels
112888,lamphigg,Lampsilis higginsii,Higgins Eye,Freshwater Mussels
119787,lamppowe,Lampsilis powellii,Arkansas Fatmucket,Freshwater Mussels
109950,lamprafi,Lampsilis rafinesqueana,Neosho Mucket,Freshwater Mussels
117064,lampsatu,Lampsilis satura,Sandbank Pocketbook,Freshwater Mussels
117066,lampsple,Lampsilis splendida,Rayed Pink Fatmucket,Freshwater Mussels
117491,lampvire,Lampsilis virescens,Alabama Lampmussel,Freshwater Mussels
113582,lasmalab,Lasmigona alabamensis,Alabama Heelsplitter,Freshwater Mussels
117516,lasmdeco,Lasmigona decorata,Carolina Heelsplitter,Freshwater Mussels
827412,lasmetow,Lasmigona etowaensis,Etowah Heelsplitter,Freshwater Mussels
827419,lasmhols,Lasmigona holstonia,Tennessee Heelsplitter,Freshwater Mussels
107377,lasmsubv,Lasmigona subviridis,Green Floater,Freshwater Mussels
110500,lemirimo,Lemiox rimosus,Birdwing Pearlymussel,Freshwater Mussels
115603,leptlept,Leptodea leptodon,Scaleshell,Freshwater Mussels
114703,leptochr,Leptodea ochracea,Tidewater Mucket,Freshwater Mussels
112056,marghemb,Margaritifera hembeli,Louisiana Pearlshell,Freshwater Mussels
110125,margmarr,Margaritifera marrianae,Alabama Pearlshell,Freshwater Mussels
106982,margmono,Margaritifera monodonta,Spectaclecase,Freshwater Mussels
120101,mediacut,Medionidus acutissimus,Alabama Moccasinshell,Freshwater Mussels
110094,mediconr,Medionidus conradicus,Cumberland Moccasinshell,Freshwater Mussels
118702,medipeni,Medionidus penicillatus,Gulf Moccasinshell,Freshwater Mussels
120661,medisimp,Medionidus simpsonianus,Ochlockonee Moccasinshell,Freshwater Mussels
115823,mediwalk,Medionidus walkeri,Suwannee Moccasinshell,Freshwater Mussels
108648,obovchoc,Obovaria choctawensis,Choctaw Bean,Freshwater Mussels
112130,obovretu,Obovaria retusa,Ring Pink,Freshwater Mussels
119181,obovunic,Obovaria unicolor,Alabama Hickorynut,Freshwater Mussels
116284,pegifabu,Pegias fabula,Littlewing Pearlymussel,Freshwater Mussels
119203,pletcica,Plethobasus cicatricosus,White Wartyback,Freshwater Mussels
120557,pletcoop,Plethobasus cooperianus,Orangefoot Pimpleback,Freshwater Mussels
113633,pletcyph,Plethobasus cyphyus,Sheepnose,Freshwater Mussels
792569,pleuathe,Pleurobema athearni,Canoe Creek Pigtoe,Freshwater Mussels
114892,pleubead,Pleurobema beadleianum,Mississippi Pigtoe,Freshwater Mussels
902145,pleuclav,Pleurobema clava,Clubshell,Freshwater Mussels
117714,pleucoll,Pleurobema collina,James Spinymussel,Freshwater Mussels
114040,pleudeci,Pleurobema decisum,Southern Clubshell,Freshwater Mussels
827840,pleugeor,Pleurobema georgianum,Southern Pigtoe,Freshwater Mussels
116006,pleuhanl,Pleurobema hanleyianum,Georgia Pigtoe,Freshwater Mussels
827823,pleuhart,Pleurobema hartmanianum,Cherokee Pigtoe,Freshwater Mussels
115056,pleuovif,Pleurobema oviforme,Tennessee Clubshell,Freshwater Mussels
827809,pleupero,Pleurobema perovatum,Ovate Clubshell,Freshwater Mussels
120691,pleuplen,Pleurobema plenum,Rough Pigtoe,Freshwater Mussels
110240,pleupyri,Pleurobema pyriforme,Oval Pigtoe,Freshwater Mussels
113470,pleuridd,Pleurobema riddellii,Louisiana Pigtoe,Freshwater Mussels
827817,pleurube,Pleurobema rubellum,Warrior Pigtoe,Freshwater Mussels
107905,pleurubr,Pleurobema rubrum,Pyramid Pigtoe,Freshwater Mussels
827833,pleustab,Pleurobema stabile,Coosa Pigtoe,Freshwater Mussels
116208,pleustro,Pleurobema strodeanum,Fuzzy Pigtoe,Freshwater Mussels
116207,pleutait,Pleurobema taitianum,Heavy Pigtoe,Freshwater Mussels
107814,pleubarn,Pleuronaia barnesiana,Tennessee Pigtoe,Freshwater Mussels
106952,pleudola,Pleuronaia dolabelloides,Slabside Pearlymussel,Freshwater Mussels
117603,pleugibb,Pleuronaia gibberum,Cumberland Pigtoe,Freshwater Mussels
121272,popepope,Popenaias popeii,Texas Hornshell,Freshwater Mussels
115372,potaamph,Potamilus amphichaenus,Texas Heelsplitter,Freshwater Mussels
109746,potacapa,Potamilus capax,Fat Pocketbook,Freshwater Mussels
680054,potametn,Potamilus metnecktayi,Salina Mucket,Freshwater Mussels
827872,ptycfore,Ptychobranchus foremanianus,Rayed Kidneyshell,Freshwater Mussels
827877,ptycgree,Ptychobranchus greenii,Triangular Kidneyshell,Freshwater Mussels
108712,ptycjone,Ptychobranchus jonesi,Southern Kidneyshell,Freshwater Mussels
117120,ptycocci,Ptychobranchus occidentalis,Ouachita Kidneyshell,Freshwater Mussels
118056,ptycsubt,Ptychobranchus subtentus,Fluted Kidneyshell,Freshwater Mussels
111959,quadfrag,Quadrula fragosa,Winged Mapleleaf,Freshwater Mussels
116132,quadinte,Quadrula intermedia,Cumberland Monkeyface,Freshwater Mussels
120629,quadspar,Quadrula sparsa,Appalachian Monkeyface,Freshwater Mussels
116158,regirotu,Reginaia rotulata,Round Ebonyshell,Freshwater Mussels
114652,simpambi,Simpsonaias ambigua,Salamander Mussel,Freshwater Mussels
120730,stroconn,Strophitus connasaugaensis,Alabama Creekmussel,Freshwater Mussels
1027704,stroradi,Strophitus radiatus,Rayed Creekshell,Freshwater Mussels
111058,strosubv,Strophitus subvexus,Southern Creekmussel,Freshwater Mussels
112061,thelcyli,Theliderma cylindrica,Rabbitsfoot,Freshwater Mussels
107419,toxocorv,Toxolasma corvunculus,Southern Purple Lilliput,Freshwater Mussels
116497,toxocyli,Toxolasma cylindrellus,Pale Lilliput,Freshwater Mussels
112404,toxopull,Toxolasma pullus,Savannah Lilliput,Freshwater Mussels
827943,uniocolu,Uniomerus columbensis,Apalachicola Pondhorn,Freshwater Mussels
112700,uttepegg,Utterbackia peggyae,Florida Floater,Freshwater Mussels
111921,uttepeni,Utterbackia peninsularis,Peninsular Floater,Freshwater Mussels
121035,venuplea,Venustaconcha pleasii,Bleedingtooth Mussel,Freshwater Mussels
119209,villamyg,Villosa amygdala,Florida Rainbow,Freshwater Mussels
109267,villcons,Villosa constricta,Notched Rainbow,Freshwater Mussels
116088,villfaba,Villosa fabalis,Rayed Bean,Freshwater Mussels
111916,villnebu,Villosa nebulosa,Alabama Rainbow,Freshwater Mussels
111126,villortm,Villosa ortmanni,Kentucky Creekshell,Freshwater Mussels
108413,villperp,Villosa perpurpurea,Purple Bean,Freshwater Mussels
109794,villtrab,Villosa trabalis,Cumberland Bean,Freshwater Mussels
111623,villumbr,Villosa umbrans,Coosa Creekshell,Freshwater Mussels
113038,villvaug,Villosa vaughaniana,Carolina Creekshell,Freshwater Mussels
114975,villvill,Villosa villosa,Downy Rainbow,Freshwater Mussels
802300,ambybish,Ambystoma bishopi,Reticulated Flatwoods Salamander,Amphibians
104488,ambycali,Ambystoma californiense,California Tiger Salamander,Amphibians
802301,ambycing,Ambystoma cingulatum,Frosted Flatwoods Salamander,Amphibians
103402,amphphol,Amphiuma pholeter,One-toed Amphiuma,Amphibians
101600,anaxbaxt,Anaxyrus baxteri,Wyoming Toad,Amphibians
106312,anaxcali,Anaxyrus californicus,Arroyo Toad,Amphibians
105396,anaxcano,Anaxyrus canorus,Yosemite Toad,Amphibians
101917,anaxexsu,Anaxyrus exsul,Black Toad,Amphibians
103748,anaxhous,Anaxyrus houstonensis,Houston Toad,Amphibians
105766,anaxmicr,Anaxyrus microscaphus,Arizona Toad,Amphibians
103677,anaxnels,Anaxyrus nelsoni,Amargosa Toad,Amphibians
103197,aneiaene,Aneides aeneus,Green Salamander,Amphibians
102082,aneiferr,Aneides ferreus,Clouded Salamander,Amphibians
105472,aneihard,Aneides hardii,Sacramento Mountain Salamander,Amphibians
857901,aneinige,Aneides niger,Santa Cruz Black Salamander,Amphibians
889908,batralta,Batrachoseps altasierrae,Greenhorn Mountains Slender Salamander,Amphibians
889909,batrbram,Batrachoseps bramei,Fairview Slender Salamander,Amphibians
100550,batrcamp,Batrachoseps campi,Inyo Mountains Salamander,Amphibians
106376,batrdiab,Batrachoseps diabolicus,Hell Hollow Slender Salamander,Amphibians
100899,batrgabr,Batrachoseps gabrieli,San Gabriel Slender Salamander,Amphibians
102298,batrinco,Batrachoseps incognitus,San Simeon Slender Salamander,Amphibians
102718,batrkawi,Batrachoseps kawia,Sequoia Slender Salamander,Amphibians
103559,batrluci,Batrachoseps luciae,Santa Lucia Mountains Slender Salamander,Amphibians
101886,batrmino,Batrachoseps minor,Lesser Slender Salamander,Amphibians
103787,batrregi,Batrachoseps regius,Kings River Slender Salamander,Amphibians
889920,batrreli,Batrachoseps relictus,Relictual Slender Salamander,Amphibians
104026,batrrobu,Batrachoseps robustus,Kern Plateau Salamander,Amphibians
894174,batrsima,Batrachoseps simatus,Kern Canyon Slender Salamander,Amphibians
100216,batrsteb,Batrachoseps stebbinsi,Tehachapi Slender Salamander,Amphibians
100214,batrwrig,Batrachoseps wrightorum,Oregon Slender Salamander,Amphibians
105670,crypalle,Cryptobranchus alleganiensis,Hellbender,Amphibians
681169,desmabdi,Desmognathus abditus,Cumberland Dusky Salamander,Amphibians
100247,desmaene,Desmognathus aeneus,Seepage Salamander,Amphibians
636912,desmfolk,Desmognathus folkertsi,Dwarf Black-bellied Salamander,Amphibians
102868,desmimit,Desmognathus imitator,Imitator Salamander,Amphibians
844116,desmorga,Desmognathus organi,Northern Pygmy Salamander,Amphibians
844117,desmwrig,Desmognathus wrighti,Southern Pygmy Salamander,Amphibians
104014,dicaater,Dicamptodon aterrimus,Idaho Giant Salamander,Amphibians
101509,dicacope,Dicamptodon copei,Cope's Giant Salamander,Amphibians
105355,dicaensa,Dicamptodon ensatus,California Giant Salamander,Amphibians
103108,dryowrig,Dryophytes wrightorum,Arizona Treefrog,Amphibians
791687,euryaqua,Eurycea aquatica,Brown-backed Salamander,Amphibians
103095,eurychis,Eurycea chisholmensis,Salado Salamander,Amphibians
949505,euryhill,Eurycea hillisi,Hillis's Dwarf Salamander,Amphibians
105673,euryjuna,Eurycea junaluska,Junaluska Salamander,Amphibians
106058,eurylati,Eurycea latitans,Cascade Caverns Salamander,Amphibians
106379,eurynana,Eurycea nana,San Marcos Salamander,Amphibians
105895,eurynauf,Eurycea naufragia,Georgetown Salamander,Amphibians
105042,euryneot,Eurycea neotenes,Texas Salamander,Amphibians
102266,eurypter,Eurycea pterophila,Blanco River Springs Salamander,Amphibians
103877,euryrath,Eurycea rathbuni,Texas Blind Salamander,Amphibians
104730,eurysoso,Eurycea sosorum,Barton Springs Salamander,Amphibians
949504,euryspha,Eurycea sphagnicola,Bog Dwarf Salamander,Amphibians
102602,eurytonk,Eurycea tonkawae,Jollyville Plateau Salamander,Amphibians
105210,eurytrid,Eurycea tridentifera,Comal Blind Salamander,Amphibians
103620,eurytrog,Eurycea troglodytes,Valdina Farms Sinkhole Salamander,Amphibians
101901,eurytyne,Eurycea tynerensis,Oklahoma Salamander,Amphibians
101825,eurywall,Eurycea wallacei,Georgia Blind Salamander,Amphibians
102183,eurywate,Eurycea waterlooensis,Austin Blind Salamander,Amphibians
100081,gyripall,Gyrinophilus palleucus,Tennessee Cave Salamander,Amphibians
101890,gyrisubt,Gyrinophilus subterraneus,West Virginia Spring Salamander,Amphibians
104428,hydrbrun,Hydromantes brunus,Limestone Salamander,Amphibians
103280,hydrshas,Hydromantes shastae,Shasta Salamander,Amphibians
105963,lithcapi,Lithobates capito,Carolina Gopher Frog,Amphibians
105648,lithchir,Lithobates chiricahuensis,Chiricahua Leopard Frog,Amphibians
941975,lithkauf,Lithobates kauffeldi,Atlantic Coast Leopard Frog,Amphibians
102983,lithokal,Lithobates okaloosae,Florida Bog Frog,Amphibians
106274,lithonca,Lithobates onca,Relict Leopard Frog,Amphibians
103781,lithsevo,Lithobates sevosus,Dusky Gopher Frog,Amphibians
104866,lithtara,Lithobates tarahumarae,Tarahumara Frog,Amphibians
100237,nectalab,Necturus alabamensis,Black Warrior Waterdog,Amphibians
100341,nectlewi,Necturus lewisi,Neuse River Waterdog,Amphibians
101904,notomeri,Notophthalmus meridionalis,Black-spotted Newt,Amphibians
101322,notopers,Notophthalmus perstriatus,Striped Newt,Amphibians
103613,phaehubr,Phaeognathus hubrichti,Red Hills Salamander,Amphibians
100600,pletampl,Plethodon amplus,Blue Ridge Gray-cheeked Salamander,Amphibians
777949,pletasup,Plethodon asupak,Scott Bar Salamander,Amphibians
105298,pletaure,Plethodon aureolus,Tellico Salamander,Amphibians
100395,pletcadd,Plethodon caddoensis,Caddo Mountain Salamander,Amphibians
732487,pletchat,Plethodon chattahoochee,Chattahoochee Slimy Salamander,Amphibians
104640,pletcheo,Plethodon cheoah,Cheoah Bald Salamander,Amphibians
102159,plethubr,Plethodon hubrichti,Peaks of Otter Salamander,Amphibians
103518,pletkiam,Plethodon kiamichi,Kiamichi Slimy Salamander,Amphibians
104048,pletkisa,Plethodon kisatchie,Louisiana Slimy Salamander,Amphibians
101047,pletlars,Plethodon larselli,Larch Mountain Salamander,Amphibians
100154,pletmeri,Plethodon meridianus,South Mountain Gray-cheeked Salamander,Amphibians
101803,pletneom,Plethodon neomexicanus,Jemez Mountains Salamander,Amphibians
101589,pletnett,Plethodon nettingi,Cheat Mountain Salamander,Amphibians
104184,pletouac,Plethodon ouachitae,Rich Mountain Salamander,Amphibians
106370,pletpetr,Plethodon petraeus,Pigeon Mountain Salamander,Amphibians
104349,pletpunc,Plethodon punctatus,White-spotted Salamander,Amphibians
732503,pletsava,Plethodon savannah,Savannah Slimy Salamander,Amphibians
102921,pletsequ,Plethodon sequoyah,Sequoyah Slimy Salamander,Amphibians
101967,pletshen,Plethodon shenandoah,Shenandoah Salamander,Amphibians
757080,pletsher1,Plethodon sherando,Big Levels Salamander,Amphibians
100811,pletsher2,Plethodon shermani,Red-legged Salamander,Amphibians
101429,pletstor,Plethodon stormi,Siskiyou Mountains Salamander,Amphibians
100173,pletvand,Plethodon vandykei,Van Dyke's Salamander,Amphibians
104446,pletvirg,Plethodon virginia,Shenandoah Mountain Salamander,Amphibians
100311,pletwebs,Plethodon websteri,Webster's Salamander,Amphibians
104883,pletwell,Plethodon welleri,Weller's Salamander,Amphibians
869802,pseuilli,Pseudacris illinoensis,Illinois Chorus Frog,Amphibians
102584,ranaboyl,Rana boylii,Foothill Yellow-legged Frog,Amphibians
103017,ranacasc,Rana cascadae,Cascades Frog,Amphibians
105364,ranadray,Rana draytonii,California Red-legged Frog,Amphibians
802507,ranamusc,Rana muscosa,Southern Mountain Yellow-legged Frog,Amphibians
101451,ranapret,Rana pretiosa,Oregon Spotted Frog,Amphibians
802511,ranasier,Rana sierrae,Sierra Nevada Yellow-legged Frog,Amphibians
102976,rhyacasc,Rhyacotriton cascadae,Cascade Torrent Salamander,Amphibians
103633,rhyakeze,Rhyacotriton kezeri,Columbia Torrent Salamander,Amphibians
104649,rhyavari,Rhyacotriton variegatus,Southern Torrent Salamander,Amphibians
100387,speahamm,Spea hammondii,Western Spadefoot,Amphibians
100208,taririvu,Taricha rivularis,Red-bellied Newt,Amphibians
829323,urspbruc,Urspelerpes brucei,Patch-nosed Salamander,Amphibians
101015,ageltric,Agelaius tricolor,Tricolored Blackbird,Birds
102063,amazviri,Amazona viridigenalis,Red-crowned Parrot,Birds
103792,ansecana,Anser canagicus,Emperor Goose,Birds
104315,anthspra,Anthus spragueii,Sprague's Pipit,Birds
103378,aphecoer,Aphelocoma coerulescens,Florida Scrub Jay,Birds
101002,apheinsu,Aphelocoma insularis,Island Scrub Jay,Birds
100239,bracmarm,Brachyramphus marmoratus,Marbled Murrelet,Birds
100905,centmini,Centrocercus minimus,Gunnison Sage-Grouse,Birds
105314,centurop,Centrocercus urophasianus,Greater Sage-Grouse,Birds
106046,charmelo,Charadrius melodus,Piping Plover,Birds
101696,charmont,Charadrius montanus,Mountain Plover,Birds
874425,charnivo,Charadrius nivosus,Snowy Plover,Birds
103424,euptneox,Euptilotis neoxenus,Eared Quetzal,Birds
102973,grusamer,Grus americana,Whooping Crane,Birds
101273,gymncali,Gymnogyps californianus,California Condor,Birds
101291,gymncyan,Gymnorhinus cyanocephalus,Pinyon Jay,Birds
105641,latejama,Laterallus jamaicensis,Black Rail,Birds
815565,loxisine,Loxia sinesciuris,Cassia Crossbill,Birds
105909,meloaber,Melozone aberti,Abert's Towhee,Birds
102988,oceahomo,Oceanodroma homochroa,Ashy Storm-Petrel,Birds
105368,oceamela,Oceanodroma melania,Black Storm-Petrel,Birds
105521,oreocris,Oreothlypis crissalis,Colima Warbler,Birds
101675,pataleuc,Patagioenas leucocephala,White-crowned Pigeon,Birds
105170,peucaest,Peucaea aestivalis,Bachman's Sparrow,Birds
104725,picanutt,Pica nuttalli,Yellow-billed Magpie,Birds
103433,picobore,Picoides borealis,Red-cockaded Woodpecker,Birds
100535,rallobso,Rallus obsoletus,California Clapper Rail,Birds
104938,setochry,Setophaga chrysoparia,Golden-cheeked Warbler,Birds
102456,setokirt,Setophaga kirtlandii,Kirtland's Warbler,Birds
101578,spinlawr,Spinus lawrencei,Lawrence's Goldfinch,Birds
103254,striocci,Strix occidentalis,Spotted Owl,Birds
788173,syntscri,Synthliboramphus scrippsi,Scripps's Murrelet,Birds
103610,thaleleg,Thalasseus elegans,Elegant Tern,Birds
101816,tymppall,Tympanuchus pallidicinctus,Lesser Prairie-chicken,Birds
105332,vireatri,Vireo atricapilla,Black-capped Vireo,Birds
100172,allimiss,Alligator mississippiensis,American Alligator,Crocodilians
106064,crocacut,Crocodylus acutus,American Crocodile,Crocodilians
105033,acipbrev,Acipenser brevirostrum,Shortnose Sturgeon,Freshwater and Anadromous Fishes
104232,acipfulv,Acipenser fulvescens,Lake Sturgeon,Freshwater and Anadromous Fishes
105728,acipmedi,Acipenser medirostris,Green Sturgeon,Freshwater and Anadromous Fishes
102787,acipoxyr,Acipenser oxyrinchus,Atlantic Sturgeon,Freshwater and Anadromous Fishes
100843,alosaest,Alosa aestivalis,Blueback Herring,Freshwater and Anadromous Fishes
104407,alosalab,Alosa alabamae,Alabama Shad,Freshwater and Anadromous Fishes
106128,alospseu,Alosa pseudoharengus,Alewife,Freshwater and Anadromous Fishes
100747,amblcavi,Ambloplites cavifrons,Roanoke Bass,Freshwater and Anadromous Fishes
1005198,amblhoos,Amblyopsis hoosieri,Hoosier Cavefish,Freshwater and Anadromous Fishes
1005197,amblspel,Amblyopsis spelaea,Northern Cavefish,Freshwater and Anadromous Fishes
101042,ameiserr,Ameiurus serracanthus,Spotted Bullhead,Freshwater and Anadromous Fishes
105965,ammoclar,Ammocrypta clara,Western Sand Darter,Freshwater and Anadromous Fishes
104724,archinte,Archoplites interruptus,Sacramento Perch,Freshwater and Anadromous Fishes
102977,atraspat,Atractosteus spatula,Alligator Gar,Freshwater and Anadromous Fishes
101250,camporna,Campostoma ornatum,Mexican Stoneroller,Freshwater and Anadromous Fishes
100434,catoclar,Catostomus clarkii,Desert Sucker,Freshwater and Anadromous Fishes
102738,catofume,Catostomus fumeiventris,Owens Sucker,Freshwater and Anadromous Fishes
102739,catoinsi,Catostomus insignis,Sonora Sucker,Freshwater and Anadromous Fishes
106213,catolati,Catostomus latipinnis,Flannelmouth Sucker,Freshwater and Anadromous Fishes
101328,catomicr,Catostomus microps,Modoc Sucker,Freshwater and Anadromous Fishes
104715,catopleb,Catostomus plebeius,Rio Grande Sucker,Freshwater and Anadromous Fishes
103583,catosant,Catostomus santaanae,Santa Ana Sucker,Freshwater and Anadromous Fishes
103584,catosnyd,Catostomus snyderi,Klamath Largescale Sucker,Freshwater and Anadromous Fishes
833293,catoutaw,Catostomus utawana,Summer Sucker,Freshwater and Anadromous Fishes
100954,catowarn,Catostomus warnerensis,Warner Sucker,Freshwater and Anadromous Fishes
106479,chasbrev,Chasmistes brevirostris,Shortnose Sucker,Freshwater and Anadromous Fishes
106051,chascuju,Chasmistes cujus,Cui-ui,Freshwater and Anadromous Fishes
100138,chaslior,Chasmistes liorus,June Sucker,Freshwater and Anadromous Fishes
106572,chrocumb,Chrosomus cumberlandensis,Blackside Dace,Freshwater and Anadromous Fishes
106151,chrosayl,Chrosomus saylori,Laurel Dace,Freshwater and Anadromous Fishes
105508,chrotenn,Chrosomus tennesseensis,Tennessee Dace,Freshwater and Anadromous Fishes
101069,clinelon,Clinostomus elongatus,Redside Dace,Freshwater and Anadromous Fishes
102158,corekiyi,Coregonus kiyi,Kiyi,Freshwater and Anadromous Fishes
103226,corezeni,Coregonus zenithicus,Shortjaw Cisco,Freshwater and Anadromous Fishes
104855,cottaspe,Cottus asperrimus,Rough Sculpin,Freshwater and Anadromous Fishes
106521,cottexte,Cottus extensus,Bear Lake Sculpin,Freshwater and Anadromous Fishes
103351,cottgree,Cottus greenei,Shoshone Sculpin,Freshwater and Anadromous Fishes
100391,cottleio,Cottus leiopomus,Wood River Sculpin,Freshwater and Anadromous Fishes
106148,cottmarg,Cottus marginatus,Margined Sculpin,Freshwater and Anadromous Fishes
103831,cottpaul,Cottus paulus,Pygmy Sculpin,Freshwater and Anadromous Fishes
104382,cottprin,Cottus princeps,Klamath Lake Sculpin,Freshwater and Anadromous Fishes
100691,cottspec,Cottus specus,Grotto Sculpin,Freshwater and Anadromous Fishes
105800,cotttenu,Cottus tenuis,Slender Sculpin,Freshwater and Anadromous Fishes
101185,crenbail,Crenichthys baileyi,White River Springfish,Freshwater and Anadromous Fishes
103873,crenneva,Crenichthys nevadae,Railroad Valley Springfish,Freshwater and Anadromous Fishes
832871,crysaspr,Crystallaria asprella,Crystal Darter,Freshwater and Anadromous Fishes
831356,cryscinc,Crystallaria cincotta,Diamond Darter,Freshwater and Anadromous Fishes
100992,cyclelon,Cycleptus elongatus,Blue Sucker,Freshwater and Anadromous Fishes
102400,cyclmeri,Cycleptus meridionalis,Southeastern Blue Sucker,Freshwater and Anadromous Fishes
106038,cyprcaer,Cyprinella caerulea,Blue Shiner,Freshwater and Anadromous Fishes
104996,cyprcall1,Cyprinella callisema,Ocmulgee Shiner,Freshwater and Anadromous Fishes
102912,cyprcall2,Cyprinella callitaenia,Bluestripe Shiner,Freshwater and Anadromous Fishes
105433,cyprform,Cyprinella formosa,Beautiful Shiner,Freshwater and Anadromous Fishes
104413,cyprlepi,Cyprinella lepida,Plateau Shiner,Freshwater and Anadromous Fishes
101072,cyprpros,Cyprinella proserpina,Proserpine Shiner,Freshwater and Anadromous Fishes
102978,cypraenu,Cyprinella xaenura,Altamaha Shiner,Freshwater and Anadromous Fishes
103789,cyprbovi,Cyprinodon bovinus,Leon Springs Pupfish,Freshwater and Anadromous Fishes
106259,cyprdiab,Cyprinodon diabolis,Devil's Hole Pupfish,Freshwater and Anadromous Fishes
103179,cypreleg,Cyprinodon elegans,Comanche Springs Pupfish,Freshwater and Anadromous Fishes
106003,cyprerem,Cyprinodon eremus,Sonoyta Pupfish,Freshwater and Anadromous Fishes
102508,cyprexim,Cyprinodon eximius,Conchos Pupfish,Freshwater and Anadromous Fishes
105718,cyprmacu,Cyprinodon macularius,Desert Pupfish,Freshwater and Anadromous Fishes
106106,cyprneva,Cyprinodon nevadensis,Amargosa Pupfish,Freshwater and Anadromous Fishes
104698,cyprpeco,Cyprinodon pecosensis,Pecos Pupfish,Freshwater and Anadromous Fishes
104524,cyprradi,Cyprinodon radiosus,Owens Pupfish,Freshwater and Anadromous Fishes
103079,cyprsali,Cyprinodon salinus,Salt Creek Pupfish,Freshwater and Anadromous Fishes
102766,cyprtula,Cyprinodon tularosa,White Sands Pupfish,Freshwater and Anadromous Fishes
102932,deltluxa,Deltistes luxatus,Lost River Sucker,Freshwater and Anadromous Fishes
104339,dionarge,Dionda argentosa,Manantial Roundnose Minnow,Freshwater and Anadromous Fishes
102364,diondiab,Dionda diaboli,Devils River Minnow,Freshwater and Anadromous Fishes
105119,dionsere,Dionda serena,Nueces Roundnose Minnow,Freshwater and Anadromous Fishes
106437,elasalab,Elassoma alabamae,Spring Pygmy Sunfish,Freshwater and Anadromous Fishes
106423,elasboeh,Elassoma boehlkei,Carolina Pygmy Sunfish,Freshwater and Anadromous Fishes
103506,elasokat,Elassoma okatie,Bluebarred Pygmy Sunfish,Freshwater and Anadromous Fishes
103289,empelato,Empetrichthys latos,Pahrump Poolfish,Freshwater and Anadromous Fishes
100892,ennechae,Enneacanthus chaetodon,Blackbanded Sunfish,Freshwater and Anadromous Fishes
105821,entohubb,Entosphenus hubbsi,Kern Brook Lamprey,Freshwater and Anadromous Fishes
104776,entoleth,Entosphenus lethophagus,Pit-Klamath Brook Lamprey,Freshwater and Anadromous Fishes
104572,entomini,Entosphenus minimus,Miller Lake Lamprey,Freshwater and Anadromous Fishes
102361,eremacro,Eremichthys acros,Desert Dace,Freshwater and Anadromous Fishes
105913,erimmona,Erimonax monachus,Spotfin Chub,Freshwater and Anadromous Fishes
106109,erimcahn,Erimystax cahni,Slender Chub,Freshwater and Anadromous Fishes
104997,erimharr,Erimystax harryi,Ozark Chub,Freshwater and Anadromous Fishes
103387,etheacut,Etheostoma acuticeps,Sharphead Darter,Freshwater and Anadromous Fishes
104779,etheakat,Etheostoma akatulo,Bluemask Darter,Freshwater and Anadromous Fishes
104976,etheaqua,Etheostoma aquali,Coppercheek Darter,Freshwater and Anadromous Fishes
101974,ethebell,Etheostoma bellator,Warrior Darter,Freshwater and Anadromous Fishes
106525,ethebosc,Etheostoma boschungi,Slackwater Darter,Freshwater and Anadromous Fishes
105509,ethebrev,Etheostoma brevirostrum,Holiday Darter,Freshwater and Anadromous Fishes
681173,ethecerv,Etheostoma cervus,Chickasaw Darter,Freshwater and Anadromous Fishes
105491,ethecher,Etheostoma chermocki,Vermilion Darter,Freshwater and Anadromous Fishes
105789,ethechie,Etheostoma chienense,Relict Darter,Freshwater and Anadromous Fishes
100431,ethechuc,Etheostoma chuckwachatte,Lipstick Darter,Freshwater and Anadromous Fishes
102328,ethecine,Etheostoma cinereum,Ashy Darter,Freshwater and Anadromous Fishes
